author,comment
@ak06041,Please do more songs with better beats. Not to say this wasn&#39;t good enough. This needs to be heard everywhere. This should be a song for all the voiceless people out there.
@vineeshvijayan800,Good lyrics brother
@Aneeshppaul-xy2uf,👌
@sharonbaby3059,Just wow
@shuhaibss8923,💪💪💪💪💥💥💥
@chithukkutty,This is one of the best rap songs I&#39;ve heard 😌💓 keep spitting fire 🔥
@niyaspanthappilan,"<b>മലയാളത്തിൽ ഒരു റാപ്പ് കേട്ട് ഇഷ്ടം തോന്നുന്നത് ആദ്യമായിട്ടാണ്,.... അതിന് പ്രധാന കാരണം വേടൻ ഹിരൺദാസ്  മച്ചാന്റെ കുറിക്ക് കൊള്ളുന്ന വരികളും അതിലും പവർഫുൾ വീറുറ്റ അവതരണ ശൈലിയുമാണ്.</b><br>.<br><b>ഓരോ വരിയും കൂരമ്പ്പോലെ നെഞ്ചിലാ തറച്ച് കേറുന്നത്...അത്രക്കും തീയാണിതിൽ..... ഈ തീ കെടാതെ ആളി കത്തട്ടെ...</b> 🔥❤<br>.<br><i>കാട് കട്ടവന്റെ നാട്ടിൽ ചോർ കട്ടവൻ മരിക്കും...കൂർ കെട്ടവൻ ഭരിച്ചാൽ ഊര് കട്ടവൻ മുടിക്കും...</i><br>.<br><i>ഞാൻ പാണനല്ല, പറയനല്ല, പുലയനല്ല. നീ തമ്പുരാനുമല്ല,</i><br><i>ആണേൽ എനിക്കൊരു മൈ@# ഇല്ല...</i> 🔥🔥<br>.<br><b>വേടൻ മച്ചാ നിന്റെ വാക്ക് തീയാണ്..... പലരും കാലങ്ങളായി പറയുന്നതും പറയാൻ ശ്രമിക്കുന്നതുമായ ഈ സമൂഹത്തിന്റെ ഇന്നിന്റെ  പുഴുത്ത മുഖത്തിനെതിരെയാണ് ഈ അഗ്നിയുള്ള പോർവിളികൾ... നിർത്തരുത് ഇനിയും പറഞ്ഞ് കൊണ്ടേയിരിക്കണം.....</b> ✊🏽"
@jaxcatz,"നീരജിനോട് ഇത് കണ്ടു പഠിക്കാൻ അല്ല, സ്വയം നിലവാരം മനസിലാക്കാൻ അഭ്യർത്ഥിക്കുന്നു."
@sreeragparakkal3275,Poli brooo
@visakhjs6222,👌👌♥️
@sumeshayyappankutty3225,"&quot;BHARATHAM ENNU KETTAL ABHIMANA POORITHA MAGANAM ANDHARANGAM, KERALAM ENNU KETTAL THILAKKANNAM CHORA NJARAMBUKALIL&quot; <br>Vedante chora kathugayaanu... ithu kettapol enteyum..."
@jiwungtaek9589,പച്ചയായ മനുഷ്യൻ <br>പേര് മതമല്ല <br>നിറം ജാതിയല്ല <br>രക്തം ഞാനാണ് നീയാണ് നാമെല്ലാരുമാണ്
@dragononyouification,Always felt Malayalam don&#39;t Sync well for rap genre but not until I heard vedan...kanal oru thari mathi oru thari mathi
@abusalihmusliyarkalathil5274,Waaaw
@struggler4631,Expecting more 😍
@aabee4052,😍💯
@ajithaji4198,Pwli work 👍🏻👍🏻👍🏻
@muhammadfaristechs9935,Aa kannile thee njan kaanunnu
@easypsc,തീപ്പൊരി ആണല്ലോ
@vivid_lalu,"orotta vedio, 35k subscribers<br>             chengayi vera level.....!"
@pradeeptk8371,"<a href=""https://www.youtube.com/watch?v=cCXWrWu_rvg"">https://youtu.be/cCXWrWu_rvg</a>"
@GODSON2431,This is it
@chinchurosa7403,Vocal🖤Lyrics❤🙏🙏
@chinchurosa7403,എജ്ജാതി രോമാഞ്ചം
@arunrio5245,തീ 🔥🔥🔥🔥🔥🔥
@sandeeps5204,powlichuuuuuu
@ahmedsahiltr245,Lyrics 💥🔥
@vishnubr944,Lyrics💯🙏
@jerryjohn8449,"Lyrics, execution, cinematography... Literally giving goosebumps. This video needs more reach."
@chithrashanmugasundaram9886,Super bro 👌 👍🙏✍💪💪💪💪👏👏
@shinomathew7862,Nice macha
@bitw5250,🔥🔥
@sreejithanu9543,Ithippo minimum 1u 10 15 paravashaym kandu kannum
@nabeedmunna8842,Naad arinjavan .🖤
@manusreenivasan5310,Revolutionary item....!
@santhikg3494,OMG!!!  The lyrics.... they are an Inferno. 💥💥
@leorahul9958,If anyone say &#39;Pani paali&#39; shit is even comparable to this song.... I will find you and I will kill you.
@mayajubi7702,Super
@anandhunarayanan3941,🔥
@RaPToR-ne1us,💓👏👏
@Sadiqlorenzo,This s  the   RAP  SONG ....⚡
@saurabhnair5997,&#39;Kanal oru tharimathi..oru tharimathi.. Tharimathi&#39; powerful lyrics🔥❤
@akhilharilal8280,💥💥💥
@iamakhilpgeorge738,👌👌👌👏👏👏പൊളിച്ചു😍😍😍😘😘😘
@ajeshrs44,Breathing fire....
@chasingdogs,അടിമ എതിടം ചരിത്രപുസ്തകങ്ങളിൽ  ❤️ simple line ... so profound
@sooryanpnair7702,GullyBoy❤️
@weekoffjourney1463,അന്നത്തെ കാലത്ത് കാട്ടിൽ ആയുധവുമായിറങ്ങിയവനെ അവർ വിളിച്ചു വേടൻ ! ഇന്നിതാ വാക്കുകൾ എന്ന ആയുധവുമായി നാട്ടിൽ ഇറങ്ങിയവൻ  വേടൻ.. ! ഹീറോയിസം അവസാനിയ്ക്കുനില്ല അത് തുടരുകതന്നെ ചെയ്യും.. ! തമ്പ്രാക്കന്മാർക് അറിയാത്ത അടവുകൾ ഇനിയുമുണ്ട് കയ്യിൽ.. !
@sumoy4669,Level🧚‍♀️🔥🔥🔥
@RashidKhan-vf3if,Dislike  അടിച്ച ഏമാൻമാരെ നീയൊക്കെ   ഏത് വല്യ ഏമാൻ മാർ ആണെകിലും ഞങ്ങൾക്ക് വെറും മൈര്.... അടിക്കടാ ലൈക്‌
@shabeer991,❤️
@akshaybabu5327,"<a href=""http://no.one/"">No.one</a> rap of malayalam"
@debolt5612,VEDAN UYIR.......🥰🥰🥰🥰🥰
@weirdkid5983,🙌♥️🙌
@businessaccount8328,Big shout out
@mr.starmensartspace6898,🔥🔥🔥👌💯
@asmalkaasmalka6173,മോനെ പൊളി
@adarsh1515,🔥🔥no more words 🔥
@Ms_kid,ഒന്നും  പറയാൻ  ഇല്ലാ ....   സൂപ്പർ <br>....
@sacpaul,Close your eyes and listen
@hafizriyas7109,Poliiiiiii
@jishnaks4035,🔥fire in each word 🔥
@adishvinod6,This is just awesome 💥
@anuragsdz2456,🔥🔥🔥🤘🏿
@sr_4728,First eve complete mallu rap...💥
@dhilshanahammed437,Inte monee🔥🔥🔥
@syamprasad7052,പെട്ടന്ന് തീർന്നു പോയ പോലെ uff💥💥
@_Raju_28,This one&#39;s real🔥
@praveenchandranv8984,Beat sound karanam song kelkkan pattahvar indo
@athiraathi4424,<b>ഞാൻ പാണനല്ല പറയനല്ല പുലയനല്ല നി തമ്പുരാനുമല്ല.. ആണേൽ ഒരു മൈരുമില്ല</b> 👌👌👌 <b>lyrics</b> 👏👏👏<br><b>എനിയും അനേകായിരം perith ശ്രദിക്കേണ്ടിയിരിക്കുന്നു..panipaalikkoke കിട്ടിയ appreciatns നോക്കുമ്പോൾ ഇതിന് അർഹിച്ച അംഗീകാരം കിട്ടിയില്ലെന്ന് തോന്നുന്നു</b> 👍
@the90zkid...rahulraj,Best  malayalam  Power full rap song ever 🔥🔥theeppori 🔥🔥
@mohanaorchids2955,Onnum manasilayilla bro...
@mohanaorchids2955,Koottayitto stay connected
@sreekalesh4839,വരികളും അതിലെ വാക്കുകളും 🔥🔥 <br>കൂടെ music..... <br>Powerful art...
@instantlearnings786,Even the beat tho 🔥
@googleuser3360,Njan jaffer kannuril anu electrician ayitt work cheyunnu 😫<br>Kannurulla arkelum ivane ariyamo😬😬
@rasiqrasi3038,ചോരതിളക്കുന്നെടൊ ❤️
@philzonvarghese5857,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
@leninhervin3345,"The caste which u mentioned paanan ,parayan is the most ancient peoples which is mentioned in tamil literature"
@thomsontharayiljoseph5082,"ശക്തമായ രാഷ്‌ട്രിയ വിമർശ്ശനം. ജാതിയതെയും, രാജഭരണത്തെയും അതിരുകടന്ന് വിമർശ്ശിക്കുന്ന വേടൻ ജനാധ്യപത്യത്തിലെ വിശ്വാസം നശിച്ചിതിനെയ്ം വിമർശ്ശിക്കാൻ മറന്നില്ലാ. ആരുവന്നാലും പാവം ജങ്ങളുടെ ജീവിതത്തിൽ മാറ്റമൊന്നിമില്ലാന്നും ഈ കാലത്തും കാലി വയറുമായി നിക്കുന്ന പുതിയ തലമുറയെ ഇതിൽ ഉൾപ്പെടുത്തിയതിൽകൂടെ ശക്തമായ നിലപാടും ഇത്‌ ഇനിയും തുടരുമെന്നും ഉള്ള താക്കീത്ം നൽകിയിരിക്ക്ന്നു."
@theyardsfitnessgarage,Polichuuuu myruuu... thamburan anel. Oru. Myrum illaa
@PichusVlogs,ഇത് കേൾക്കുമ്പോൾ മേലൊക്കെ പൊട്ടി തരിക്കുന്നതും കൈകളിൽ മുടിയൊക്കെ ഉയർന്ന് രോമാഞ്ചമുണ്ടാവുന്നതും എനിക്ക് മാത്രമാണോ...!?!
@cr_ra,😍
@serbasrasheed,ഇതാണ് ശെരിയായ &quot;യക്ഷി റാപ്പ്&quot;..  മറ്റേതാണ് &quot;തമ്പുരാൻ റാപ്പ് &quot;.<br>Ps:യക്ഷി തമ്പുരാന്റെ ചോര കുടിച്ചുകൊണ്ടേരിക്കുന്നു.
@48sharook75,Ewde putya item ewde?
@ajgamechanger8513,ഈ പുള്ളിക്ക് eminem ന്റെ സൗണ്ടുമായി നല്ല സാമ്യമുണ്ട്
@rayonslifestyle_smry,Hi I&#39;m your new friend <br>Keep supporting us
@amalrajd6679,Heavy. 🤘
@ebinpaulose8991,Vedan thakarthu.. 🔥❤️<br><br>താഴ്ന്നജാതി എന്നു പറഞ്ഞു ചവിട്ടിത്താഴ്ത്തപ്പെട്ടവൻ ഒന്നു നിവർന്നുനിന്നാ അടുത്തു വരാൻ ഭയക്കും ഏതു സവർണ്ണജാതി എന്നു പറയുന്നവനും..<br><br>ഞാനും ഒരു പുലയനാണ്.. <br>ഞാൻ പൊതുവേ ജാതി പറയാറില്ല.. <br>ജനിച്ചപ്പൊ ഇത്തിരി തൊലിനിറം കിട്ടിയകൊണ്ട് ആരും ജാതി ചോദിച്ചതുമില്ല.. <br>സ്ക്കൂളിൽ ഒക്കെ മറ്റു കുട്ടുകാരെ കുട്ടികൾ പുലയാ എന്നു വിളിച്ചു കളിയാക്കിയപ്പൊ ഞാൻ പുലയനാണെന്നു പറയാതെ മൗനം പാലിച്ചു.. <br>ഞാൻ ജീവിതവിജയത്തിനായി കാത്തിരിക്കുകയായിരുന്നു..<br>പഠനം പൂർത്തിയാക്കാൻ.. <br>ജോലി മേടിക്കാൻ.. <br>എന്നിട്ട് ഇവന്മാരോട് ചോദിക്കാൻ..<br><br>ആ ആഗ്രഹിച്ചത് ഒക്കെ നേടി.. <br>പഠിച്ചു.. <br>6 അക്ക ശമ്പളവും ആയി..<br>ഇപ്പൊ ഞാൻ നിവർന്നു നിന്ന് ഉച്ചത്തിൽ വിളിച്ചു പറയും &quot;അതേടാ ഞാൻ പുലയനാണ്&quot; <br>ഫേസ്ബുക്കിലടക്കം എല്ലായിടത്തും അഭിമാനത്തോടെ എഴുതിയിട്ടിട്ടുണ്ട് പുലയനാണെന്ന്..<br>മനുഷ്യനായിട്ട് കാണുന്നവന്മാർ മതി കൂടെ..
@Sudevappu,Thumbs up
@ajiraj603,ഇപ്പൊ തന്നെ ഒരുപാട് തവണ കണ്ടുകഴിഞ്ഞു ..........   ufff........വേടൻ  ❤❤❤❤❤❤❤❤
@raha000-m21,Gully boy
@nithinabraham4385,Machaneee pwoli.... Kidukki thimirthu..🥰🥰🥰😍😍🤩🤩🤩😘😘😘💥💥💥💥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
@badusha1958,Iyyo poliyeeeeeeeeeeee🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩
@souravsudheer5044,Spotifyil vanno?..
@mjpredator46,Bro don&#39;t stop
@nikhillawrencesunil9640,Pwoli ❤️🔥
@mjpredator46,♥️👍👍👍
@gsp8063,എങ്ങനെ എങ്കിലും 1 million അടിപ്പിക്കണം...🤩
@sajisajinaganraju3763,Congrats.
@ashrafmuhammed5489,പാടിയ ഓരോ വരിയും നെഞ്ചിൽ തുളച്ചുകയറി 😍😍😘😘 ആദ്യമായി ഒരു song 10 ൽ  കൂടുതൽ പ്രാവശ്യം കേട്ടത് 😘😘😘 love it
@sijusebenezer2697,Simply the beauty of a real poet and rapper ofcourse👌👌👌👌👌👌👌👌👌👌...go ahead
@fayisparakkal123,OMG.... Its really FIRE
@sreejithanu9543,Waiting for next 🔥🔥🔥🔥
@sreekumarmallappally5251,Repeat mood💙
@Loozer90,Romanjification🤩🥰🥰♥️
@bibinthomas2983,This is called pure skill.. Hatsoff❤❤
@Vithurakkaran,oru rakshayum illa
@vishnuakku8395,Poli man
@agvlog3257,💙
@vigneshvicki7020,Mallu peoples don&#39;t let him down.. luv from tn
@bineesh812,ഈ 540 dislike അടിച്ചവർ തമ്പുരാന്മാർ ആയിരിക്കും അല്ലെ ആണേൽ ഒരു മൈരും ഇല്ലാ....
@deepudileep1280,Uff🔥
@badboy05589,Tamil rap for  the people : Arivu<br>Mallu rap for the people : Vedan
@GreeshmaDhaneshan,Powerfull lyrics 🤘
@nasarudheenmohammed2155,Ntammoooo..... Oru raksheella 👍👍👍👍👍
@SFvlogsShameerali,വാക്കുകൾ  സമരമാവുമ്പോൾ  വേടനൊരു തീജ്വാലയാവുന്നു addicted to this song
@MrSujithtvpm,Superb bro
@fahad7385,Wow...  സൂപ്പർ
@vishnugnair4528,🥰🥰🥰🥰💯
@As_aaP,Vaakeduthavan deshadrohi theevravadhi 😑
@chinnuchi_nnu8959,Ufffffffffff....... 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 പൊളിയെ പൊളി...... <br>ഇച്ചായൻ(വർക്കിച്ചൻ) പറഞ്ഞിരുന്നു വേടന്റെ rap ഇണ്ട് തീ ആണ് കാട്ടുതീ എന്ന്... <br>ഇത് കേട്ടപ്പോ ഉറപ്പായി... 🔥 <br>വരികൾ എല്ലാം മൂർച്ചയുള്ള വാളിനേക്കാൾ മൂർച്ച.... 🤯🤯🤯🤯🤯🤯🤯🤯<br>ഇജ്ജാതി rap....  ഒരു രക്ഷയും ഇല്ലാട്ടോ..... 😇<br>(Dislike അടിച്ചവർ ആ വഴി പൊയ്ക്കോട്ടെ.... 😏😏😏😏 )
@ismailpv4745,Vere level Vedan
@hphp7587,"Man this guy should have more subs and views. NJ is cool dude but i would like to see him perform that song live. Its heavily edited.<br><br>See vedan live. Just awesome <br><a href=""https://www.youtube.com/watch?v=6PmM7Zy2G1A"">https://youtu.be/6PmM7Zy2G1A</a>"
@rahuljacob4792,ഇത്രേം നല്ല lyrics... മലയാളം rappil ഇന്നുവരെ ഞാൻ കേട്ടിട്ടില്ല..... ഒരു രക്ഷയുമില്ല......വേരു വിഷയം...♥️♥️⚡
@wanderlust4038,ഞാൻ പണനല്ല പറയനല്ല പുലയനല്ല <br>നീ തമ്പുരാനുമല്ല <br>ആണേൽ ഒരു മൈരുവില്ല ❤️❤️🖤🖤
@athulms3106,ആരാണാ 537 dislike adichavanmar!🤔🖕
@vishnuownzoom,Poli
@lanilk3130,🔥🔥🔥🔥
@vinuthomassart1307,🔥🔥🔥🔥🔥🔥🔥🔥
@jayarajnesan9,Kendrick lamar of kerala 😍😍😘😍💓💓💓💓💓💓💓💓
@nihalnazeer4254,Awesome buddyyy.... you rock \m/
@malavikarv7755,🤩❤️🔥👏
@vpm2154,പണി എടുത്തൽ ജിവിക്കാം.. അത് ഏതവനായാലും.. പിന്നെ സ്വയം പിന്നിലാണെന്ന് ചിന്തിച്ച് ഇരുന്നിട്ട് കാര്യമില്ല... കാരണം ഒരു കാലത്ത് ലോകത്ത്  എല്ലാ സ്ഥലത്തു ഒരു തരത്തിലല്ലെങ്കിൽ വേറൊരുതരത്തിൽ വേർതിരിവുണ്ടായിട്ടുണ്ട്... ഇനിയും ഉണ്ടകും.. അത് ചിലപ്പോൾ പണത്തിൻ്റെ അടിസ്ഥാനത്തിലാണ്...ഇന്ത്യ മഹാരാജ്യത്ത് മാത്രമല്ല പ്രശ്നങ്ങൾ... പൂണൂലുട്ട നമ്പൂതിരിമാർ ഇന്ന് പാടത്ത് പണിയെടുക്കുന്നുണ്ട്... റിക്ഷ ഒടിക്കുന്നുണ്ട്.. എല്ലാം ചെയ്യുന്നുണ്ട്.. ... അവനവൻ മിനക്കെട്ടൽ അവ നവന് മുന്നേറാം... ആരും അവസരം ഒഴിഞ്ഞ് തരാൻ പോകുന്നില്ല...
